"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","PI3K","TGFb","TNFa","Trail","VEGF","WNT","p53"
"SAMb15ad09d6e24",0.425871204163204,1.01364819539242,0.921971302271194,-0.611597541151424,0.927553419369467,-0.314740915192777,2.07346073369336,0.999805812733428,0.329449815819563,0.226333886596067,1.28720393507831,0.523693624924279,0.697385840013385,-0.439466377811705
"SAM7893196e0e89",0.0247124836425052,-0.411332676539506,1.14140673522128,-1.4948390343046,0.284327344205961,1.26542124944651,-0.980870756113988,1.08212863304592,-0.562750632332625,-0.282382412393701,-0.799335636265179,0.194333383721678,0.277615498241554,-0.461496040385049
"SAM961d04c42bd9",0.148053830169546,-0.0569085245081723,-0.140776880967848,-0.457996690430211,-0.361935283393802,0.0256836919078367,0.335284344396382,-0.538583029019471,-0.149650797769366,0.388297289942996,-0.260716593786781,-0.645652759357891,-0.553681040433736,0.0837187336295215
"SAMb0d11db9aa79",0.137874110477716,-0.564747228577352,-0.907107951943048,-1.12184935981709,1.5549765823231,-0.166639498718183,1.08457753113976,0.052823946507726,-0.918505265746639,-0.996486927299694,0.41053347860077,-0.474213345776981,0.354859034081359,0.333546174868794
"SAM19fec8f3b3bd",0.490688694783677,0.893879413419894,2.38877176287677,1.64686168987068,-0.6841376238609,0.220288468900735,-0.542013146025739,-0.459458414854862,0.928219459466073,0.49088859462844,0.33773614994248,0.109602302543041,-0.411109780472623,-0.651931853263313
"SAMa90d73f8d891",-0.884148266157925,0.196059133986406,1.36117615664809,0.405568618755805,-1.67057453992346,-0.368997251392747,-1.04533413279627,0.705205770518761,0.22090011813022,-0.450295344721513,-1.13070556467585,-0.0248660153272287,-2.77572132468367,0.859455271550535
"SAM415f36ad349e",0.82745188082133,0.827718321166905,0.845019485805198,-0.626878679736548,-0.310121747973486,1.35517305806467,0.570076930781013,0.0757683343088041,0.668418622489762,2.98361713564176,0.758466491877498,0.857167588000638,1.81738604938318,-0.951731643340316
"SAMad83c9c53537",-0.422858244565817,0.777812427133486,-1.23170758849826,-0.478151038229421,1.01644018247045,0.489805271288376,-0.394710804750703,-0.567308541660409,0.722125460987051,0.396787612942385,0.321315667175599,0.340692852518059,1.80533302351651,1.22582195060096
"SAM3ee5dcd894f0",-1.01883450708307,1.83453258407772,-1.27473861444225,0.192599891154483,0.383442500915596,-0.648027071130955,0.244034323404602,1.0285909507473,-0.163831865818393,0.387495217848236,0.251801749302285,1.36223457066943,-0.824824678109802,0.986880619661109
"SAM8a1b0e02ee42",-0.631332956085879,-2.85550854184011,-0.97938907532622,-1.41831121454442,-0.555033444360537,-0.0793873813023873,-1.88169042429672,-0.761376930386128,-1.01486275841952,-0.625364265699466,-2.6000054261315,0.551852128958338,-0.61391480917157,-2.3577684890802
"SAMd7d57ee3a863",-0.940340612897812,-0.334925075944078,0.372440700552787,-0.119227613743307,2.23500269958617,-0.176524820059161,0.880595882362069,0.174497237417107,1.19766520439224,0.432255284527894,-0.407037132498661,0.524752360630334,0.772529055675663,-2.15581146853442
